,year,activity,sex,age,cat_age,century
570,2015.0,Swimming / Wading,F,22,Young Adult,XXI
571,2015.0,Snorkeling,M,55,Adult,XXI
572,2015.0,Surfing,M,,No category,XXI
573,2015.0,Swimming,F,,No category,XXI
574,2015.0,Surfing,M,28,Young Adult,XXI
575,2015.0,Surfing,M,20,Young Adult,XXI
576,2015.0,Surfing,F,9,Child,XXI
577,2015.0,Swimming,M,54,Adult,XXI
578,2015.0,Wading,F,28,Young Adult,XXI
579,2015.0,Fishing,M,19,Young Adult,XXI
580,2015.0,Spearfishing,M,50,Adult,XXI
581,2015.0,Body boarding,M,10,Child,XXI
582,2015.0,Surfing,M,42,Adult,XXI
583,2015.0,Surfing,M,21,Young Adult,XXI
584,2015.0,Surfing,M,21,Young Adult,XXI
585,2015.0,Fishing for shrimp,F,35,Young Adult,XXI
586,2015.0,Surfing,M,32,Young Adult,XXI
587,2015.0,Swimming,M,44,Adult,XXI
588,2015.0,Fishing,M,,No category,XXI
589,2015.0,Boogie boarding,F,9,Child,XXI
590,2015.0,Surfing,M,25,Young Adult,XXI
591,2015.0,Fishing,M,,No category,XXI
592,2015.0,Surfing,M,18,Young Adult,XXI
593,2015.0,Body boarding,M,22,Young Adult,XXI
594,2015.0,Wading,M,13,Teenager,XXI
595,2015.0,Surfing,M,14,Teenager,XXI
596,2015.0,Surfing,M,22,Young Adult,XXI
597,2015.0,Snorkeling,F,7,Child,XXI
598,2015.0,Kayak fishing,M,,No category,XXI
599,2015.0,Surfing,M,14,Teenager,XXI
600,2015.0,Spearfishing,M,27,Young Adult,XXI
601,2015.0,Wading,M,12,Teenager,XXI
602,2015.0,Photographing fish,M,16,Teenager,XXI
603,2015.0,Kayak Fishing,M,,No category,XXI
604,2015.0,Swimming,M,,No category,XXI
605,2015.0,Surfing,M,20,Young Adult,XXI
606,2015.0,Surfing,M,42,Adult,XXI
607,2015.0,Stand-Up Paddleboarding,F,50,Adult,XXI
608,2015.0,Kayak Fishing,M,29,Young Adult,XXI
609,2015.0,Surf-skiing,M,62,Adult,XXI
610,2015.0,,M,,No category,XXI
611,2015.0,Wading,F,37,Adult,XXI
612,2015.0,Spearfishing,M,,No category,XXI
613,2015.0,Surfing,F,54,Adult,XXI
614,2015.0,Surfing,M,21,Young Adult,XXI
615,2015.0,,M,,No category,XXI
616,2015.0,Surfing,M,38,Adult,XXI
617,2015.0,Surfing,M,15,Teenager,XXI
618,2015.0,Walking,F,10,Child,XXI
619,2015.0,Kayak Fishing,M,22,Young Adult,XXI
620,2015.0,Swimming,M,10,Child,XXI
621,2015.0,Spearfishing,M,57,Adult,XXI
622,2015.0,Surfing,M,52,Adult,XXI
623,2015.0,Surfing,M,47,Adult,XXI
624,2015.0,Surfing,M,40,Adult,XXI
625,2015.0,Surfing,M,25,Young Adult,XXI
626,2015.0,Floating,F,35,Young Adult,XXI
627,2015.0,Scallop diving on hookah,M,46,Adult,XXI
628,2015.0,Kayak Fishing,M,31,Young Adult,XXI
629,2015.0,Surfing,M,40,Adult,XXI
630,2015.0,Surfing,M,45,Adult,XXI
631,2015.0,Surfing,M,34,Young Adult,XXI
632,2015.0,Surfing,M,38,Adult,XXI
633,2015.0,Treading water,M,39,Adult,XXI
634,2015.0,Swimming,M,,No category,XXI
635,2015.0,Spearfishing,F,23,Young Adult,XXI
636,2015.0,,M,32,Young Adult,XXI
637,2015.0,Surfing,M,52,Adult,XXI
638,2015.0,Body boarding,M,32,Young Adult,XXI
639,2015.0,Swimming,M,68,Elder,XXI
640,2015.0,Surfing,M,,No category,XXI
641,2015.0,Playing in the water,M,12,Teenager,XXI
642,2015.0,Swimming,M,18,Young Adult,XXI
643,2015.0,Body Boarding,M,19,Young Adult,XXI
644,2015.0,Swimming,F,,No category,XXI
645,2015.0,Surfing,M,23,Young Adult,XXI
646,2015.0,Standing,M,43,Adult,XXI
647,2015.0,Swimming,M,19,Young Adult,XXI
648,2015.0,Body surfing?,M,47,Adult,XXI
649,2015.0,Swimming,M,6,Child,XXI
650,2015.0,Surfing,F,37,Adult,XXI
651,2015.0,Standing,M,9,Child,XXI
652,2015.0,Spearfishing,M,36,Adult,XXI
653,2015.0,Swimming,M,10,Child,XXI
654,2015.0,Wading,M,16,Teenager,XXI
655,2015.0,Wading,F,12,Teenager,XXI
656,2015.0,,F,,No category,XXI
657,2015.0,Boogie boarding,F,13,Teenager,XXI
658,2015.0,Playing,M,11,Child,XXI
659,2015.0,Attempting to rescue a shark,F,17,Teenager,XXI
660,2015.0,Surfing,M,47,Adult,XXI
661,2015.0,Standing,F,14,Teenager,XXI
662,2015.0,Wading,F,19,Young Adult,XXI
663,2015.0,Spearfishing,M,19,Young Adult,XXI
664,2015.0,Swimming,F,13,Teenager,XXI
665,2015.0,Surfing,M,18,Young Adult,XXI
666,2015.0,,M,30,Young Adult,XXI
667,2015.0,Snorkeling,M,50,Adult,XXI
668,2015.0,Swimming,M,,No category,XXI
669,2015.0,Surfing,M,,No category,XXI
670,2015.0,Diving,M,29,Young Adult,XXI
671,2015.0,Snorkeling,F,65,Adult,XXI
672,2015.0,Wading,M,63,Adult,XXI
673,2015.0,Surfing,M,26,Young Adult,XXI
674,2015.0,Surf skiing,M,71,Elder,XXI
675,2015.0,Photographing the shark,M,48,Adult,XXI
676,2015.0,Surfing,M,13,Teenager,XXI
677,2015.0,Paddle boarding,M,,No category,XXI
678,2015.0,Spearfishing,M,70,Elder,XXI
679,2015.0,Diving,M,43,Adult,XXI
680,2015.0,Surfing,M,23,Young Adult,XXI
681,2015.0,Kayak Fishing,M,36,Adult,XXI
682,2015.0,Swimming,M,52,Adult,XXI
683,2015.0,Standing / Snorkeling,M,58,Adult,XXI
684,2015.0,Hand feeding sharks,M,9,Child,XXI
685,2015.0,Fishing,M,,No category,XXI
686,2015.0,Fishing,M,36,Adult,XXI
687,2015.0,Sitting in the water,M,18 months,Child,XXI
688,2015.0,Transatlantic Rowing,,,No category,XXI
689,2015.0,Swimming,F,22,Young Adult,XXI
690,2015.0,Surfing,M,41,Adult,XXI
691,2015.0,Surfing,M,35,Young Adult,XXI
692,2015.0,Bodysurfing,M,,No category,XXI
693,2015.0,Rowing,M,57,Adult,XXI
694,2015.0,Shark fishing,M,20,Young Adult,XXI
695,2015.0,Surfing,M,,No category,XXI
696,2015.0,Floating,M,24,Young Adult,XXI
697,2015.0,Fishing,M,,No category,XXI
698,2015.0,Surfing & filming dolphins,F,,No category,XXI
699,2015.0,Fishing,M,,No category,XXI
700,2015.0,Filming,M,17,Teenager,XXI
701,2015.0,Swimming after falling overboard,M,38,Adult,XXI
702,2015.0,Snorkeling,F,34,Young Adult,XXI
703,2015.0,Surfing,M,15,Teenager,XXI
704,2015.0,,M,12,Teenager,XXI
705,2014.0,Surfing,,,No category,XXI
706,2014.0,Spearfishing,M,17,Teenager,XXI
707,2014.0,,,,No category,XXI
708,2014.0,Swimming,,,No category,XXI
709,2014.0,Surfing,M,50,Adult,XXI
710,2014.0,Fishing,M,40s,Adult,XXI
711,2014.0,Diving / Filming,M,,No category,XXI
712,2014.0,Spearfishing,M,17,Teenager,XXI
713,2014.0,Fishing for blue sharks,M,,No category,XXI
714,2014.0,Surfing,M,13,Teenager,XXI
715,2014.0,Fishing,M,39,Adult,XXI
716,2014.0,Fishing,M,,No category,XXI
717,2014.0,,,,No category,XXI
718,2014.0,Surfing,M,44,Adult,XXI
719,2014.0,Snorkeling,M,53,Adult,XXI
720,2014.0,Surfing,M,,No category,XXI
721,2014.0,Surfing,M,18,Young Adult,XXI
722,2014.0,Surfing,F,34,Young Adult,XXI
723,2014.0,Surfing,M,20,Young Adult,XXI
724,2014.0,Stand-Up Paddleboarding,F,,No category,XXI
725,2014.0,Stand-Up Paddleboarding,M,,No category,XXI
726,2014.0,Canoeing,F,,No category,XXI
727,2014.0,Surfing,M,,No category,XXI
728,2014.0,Surfing,F,13,Teenager,XXI
729,2014.0,Standing in inner tube,F,7,Child,XXI
730,2014.0,Body surfing or Boogie boarding,F,,No category,XXI
731,2014.0,Kayaking,M,,No category,XXI
732,2014.0,Surfing,M,29,Young Adult,XXI
733,2014.0,Fishing,F,40,Adult,XXI
734,2014.0,Surfing,M,15,Teenager,XXI
735,2014.0,Kayaking,M,,No category,XXI
736,2014.0,Kayaking,M,,No category,XXI
737,2014.0,Surfing,M,28,Young Adult,XXI
738,2014.0,Surfing,M,23,Young Adult,XXI
739,2014.0,Surfing,M,,No category,XXI
740,2014.0,Feeding fish,F,36,Adult,XXI
741,2014.0,Surfing,M,,No category,XXI
742,2014.0,Swimming,M,50,Adult,XXI
743,2014.0,Fishing,M,43,Adult,XXI
744,2014.0,Kayaking,F,20s,Young Adult,XXI
745,2014.0,Fishing,M,52,Adult,XXI
746,2014.0,Playing with an air mattress,M,16,Teenager,XXI
747,2014.0,Body surfing,F,13,Teenager,XXI
748,2014.0,Surfing,M,17,Teenager,XXI
749,2014.0,,,,No category,XXI
750,2014.0,Fishing,M,33,Young Adult,XXI
752,2014.0,Surfing,M,29,Young Adult,XXI
753,2014.0,Standing,F,,No category,XXI
754,2014.0,Fishing for sharks,M,,No category,XXI
755,2014.0,Kite boarding,,,No category,XXI
756,2014.0,Spearfishing,M,31,Young Adult,XXI
757,2014.0,Standing,M,,No category,XXI
758,2014.0,,M,26,Young Adult,XXI
759,2014.0,Spearfishing,M,,No category,XXI
760,2014.0,Swimming,F,10,Child,XXI
761,2014.0,Swimming,M,7,Child,XXI
762,2014.0,Boogie boarding,M,10,Child,XXI
763,2014.0,Swimming,F,45,Adult,XXI
764,2014.0,Surfing,M,50s,Adult,XXI
765,2014.0,Boogie boarding,M,8,Child,XXI
766,2014.0,Surfing,M,20,Young Adult,XXI
767,2014.0,Sea disaster,M,,No category,XXI
768,2014.0,Swimming,M,Teen,Teenager,XXI
769,2014.0,Surfing,M,51,Adult,XXI
770,2014.0,Standing,M,8,Child,XXI
771,2014.0,Wading,,,No category,XXI
772,2014.0,Swimming,M,61,Adult,XXI
773,2014.0,Swimming,M,39,Adult,XXI
774,2014.0,Shark diving,M,63,Adult,XXI
775,2014.0,Body surfing,M,,No category,XXI
776,2014.0,Surfing,M,14,Teenager,XXI
777,2014.0,Swimming,M,,No category,XXI
778,2014.0,Surfing,M,,No category,XXI
779,2014.0,Body surfing,M,19,Young Adult,XXI
780,2014.0,Transatlantic Rowing,M,48,Adult,XXI
781,2014.0,Spearfishing,M,42,Adult,XXI
782,2014.0,Surfing,M,,No category,XXI
783,2014.0,Body boarding,M,15,Teenager,XXI
784,2014.0,Petting a shark,M,,No category,XXI
785,2014.0,Fishing,M,43,Adult,XXI
786,2014.0,Standing,M,16,Teenager,XXI
787,2014.0,Body boarding,M,39,Adult,XXI
788,2014.0,Surfing,M,43,Adult,XXI
789,2014.0,Kneeling in the water,F,14,Teenager,XXI
790,2014.0,Swimming,F,22,Young Adult,XXI
791,2014.0,Surfing,M,,No category,XXI
792,2014.0,Tagging sharks,F,37,Adult,XXI
793,2014.0,Fell into the water,F,29,Young Adult,XXI
794,2014.0,Scuba diving,M,,No category,XXI
795,2014.0,Teasing a shark,M,10,Child,XXI
796,2014.0,Body boarding,F,38,Adult,XXI
797,2014.0,Surfing,M,35,Young Adult,XXI
798,2014.0,Wading,F,44,Adult,XXI
799,2014.0,Surfing,M,12,Teenager,XXI
800,2014.0,Diving,M,,No category,XXI
801,2014.0,Swimming,F,40,Adult,XXI
802,2014.0,Diving,,,No category,XXI
803,2014.0,Surfing,M,23,Young Adult,XXI
804,2014.0,Spearfishing,M,,No category,XXI
805,2014.0,Swimming,M,42,Adult,XXI
806,2014.0,Wading,M,25,Young Adult,XXI
807,2014.0,Shark watching,,,No category,XXI
808,2014.0,Fishing,M,,No category,XXI
809,2014.0,Surfing,M,teen,Teenager,XXI
810,2014.0,Surfing,M,teen,Teenager,XXI
811,2014.0,Swimming,F,63,Adult,XXI
812,2014.0,Diving for lobsters,M,38,Adult,XXI
813,2014.0,Swimming,M,66,Elder,XXI
814,2014.0,Kite Surfing,M,,No category,XXI
815,2014.0,Surfing,M,9,Child,XXI
816,2014.0,Kite Surfing,M,42,Adult,XXI
817,2014.0,Surfing,M,42,Adult,XXI
818,2014.0,,F,10,Child,XXI
819,2014.0,Swimming,M,,No category,XXI
820,2014.0,Scuba diving / culling lionfish,M,,No category,XXI
821,2014.0,Surfing,M,21,Young Adult,XXI
822,2014.0,Kitesurfing,M,21,Young Adult,XXI
823,2014.0,Sailing,M,21,Young Adult,XXI
824,2014.0,Spearfishing / Free diving,M,28,Young Adult,XXI
825,2014.0,Fishing,M,,No category,XXI
826,2014.0,Surfing,M,28,Young Adult,XXI
827,2014.0,Fishing,M,,No category,XXI
828,2014.0,Spearfishing,M,24,Young Adult,XXI
829,2014.0,Sea disaster,M,31,Young Adult,XXI
830,2014.0,Free diving / Photographing pilot whales,M,,No category,XXI
831,2014.0,Filming a documentary,,,No category,XXI
832,2013.0,Snorkeling,M,37,Adult,XXI
833,2013.0,Surfing,M,19,Young Adult,XXI
834,2013.0,Attempting to remove fishing net from submerged object,M,35,Young Adult,XXI
835,2013.0,Boogie boarding,M,29,Young Adult,XXI
836,2013.0,Surfing,M,30,Young Adult,XXI
837,2013.0,Surfing,M,26,Young Adult,XXI
838,2013.0,Kayaking / Fishing,M,57,Adult,XXI
839,2013.0,Body boarding,M,19,Young Adult,XXI
840,2013.0,Snorkeling,F,58,Adult,XXI
841,2013.0,Surfing,M,35,Young Adult,XXI
842,2013.0,Surfing,M,25,Young Adult,XXI
843,2013.0,Surfing,M,,No category,XXI
844,2013.0,Shark fishing,M,77,Elder,XXI
845,2013.0,Body boarding,M,16,Teenager,XXI
846,2013.0,Surfing,M,,No category,XXI
847,2013.0,Kiteboarding,M,46,Adult,XXI
848,2013.0,Snorkeling,F,60,Adult,XXI
849,2013.0,Body boarding,M,24,Young Adult,XXI
850,2013.0,Diving for crayfish,M,,No category,XXI
851,2013.0,Surfing,M,41,Adult,XXI
852,2013.0,Diving,M,45,Adult,XXI
853,2013.0,Surfing,M,25,Young Adult,XXI
854,2013.0,Wading,M,6,Child,XXI
855,2013.0,Swimming / snorkeling,M,74,Elder,XXI
856,2013.0,Diving for Abalone,M,55,Adult,XXI
857,2013.0,Surfing,M,45,Adult,XXI
858,2013.0,Wading,M,12,Teenager,XXI
859,2013.0,Surfing,M,50,Adult,XXI
860,2013.0,Diving,M,27,Young Adult,XXI
861,2013.0,Standing,M,7,Child,XXI
862,2013.0,Swimming,M,45,Adult,XXI
863,2013.0,Surfing,M,,No category,XXI
864,2013.0,Swimming,M,21,Young Adult,XXI
865,2013.0,Surfing,F,13,Teenager,XXI
866,2013.0,,F,,No category,XXI
867,2013.0,Surfing,M,43,Adult,XXI
868,2013.0,Standing,M,25,Young Adult,XXI
869,2013.0,Swimming,M,17,Teenager,XXI
870,2013.0,,M,3,Child,XXI
871,2013.0,,M,,No category,XXI
872,2013.0,Casting a net,M,9,Child,XXI
873,2013.0,Spearfishing,M,,No category,XXI
874,2013.0,Swimming,M,,No category,XXI
875,2013.0,Marathon swimming,F,47,Adult,XXI
876,2013.0,Longline fishing for sharks,M,50,Adult,XXI
877,2013.0,Boogie boarding,F,11,Child,XXI
878,2013.0,Wrangling a shark,M,,No category,XXI
879,2013.0,Surfing,M,16,Teenager,XXI
880,2013.0,Surfing,F,,No category,XXI
881,2013.0,Snorkeling,F,20,Young Adult,XXI
882,2013.0,Kiteboarding,F,19,Young Adult,XXI
883,2013.0,Surfing,M,10,Child,XXI
884,2013.0,Attempting to free the shark,M,,No category,XXI
885,2013.0,Fishing,M,17,Teenager,XXI
886,2013.0,Snorkeling,F,56,Adult,XXI
887,2013.0,Swimming,M,32,Young Adult,XXI
888,2013.0,Spearfishing,M,40,Adult,XXI
889,2013.0,Wading,F,,No category,XXI
890,2013.0,Surfing,M,18,Young Adult,XXI
891,2013.0,Cleaning fish,M,64,Adult,XXI
892,2013.0,Diving,M,50,Adult,XXI
893,2013.0,Swimming,F,18,Young Adult,XXI
894,2013.0,Walking in surf,F,50,Adult,XXI
895,2013.0,Swimming,M,teen,Teenager,XXI
896,2013.0,Swimming & snorkeling,F,15,Teenager,XXI
897,2013.0,Swimming,M,33,Young Adult,XXI
898,2013.0,Wading,F,63,Adult,XXI
899,2013.0,Swimming,M,48,Adult,XXI
900,2013.0,Body surfing,M,29,Young Adult,XXI
901,2013.0,Fishing,M,,No category,XXI
902,2013.0,,M,20,Young Adult,XXI
903,2013.0,Kayaking / Fishing,M,,No category,XXI
904,2013.0,Swimming,M,,No category,XXI
905,2013.0,Swimming,M,14,Teenager,XXI
906,2013.0,Swimming,M,28,Young Adult,XXI
907,2013.0,Swimming,M,15,Teenager,XXI
908,2013.0,Surfing,M,,No category,XXI
909,2013.0,Surfing,F,,No category,XXI
910,2013.0,Boogie Boarding,F,10,Child,XXI
911,2013.0,Fishing for sharks,M,58,Adult,XXI
912,2013.0,Surfing,M,,No category,XXI
913,2013.0,Diving,M,32,Young Adult,XXI
914,2013.0,Swimming,M,11,Child,XXI
915,2013.0,,M,41,Adult,XXI
916,2013.0,Fishing,M,30,Young Adult,XXI
917,2013.0,Surfing,M,29,Young Adult,XXI
918,2013.0,Surfing,M,42,Adult,XXI
919,2013.0,Body boarding,M,36,Adult,XXI
920,2013.0,Surfing,M,16,Teenager,XXI
921,2013.0,Fishing,M,,No category,XXI
922,2013.0,Swimming,F,34,Young Adult,XXI
923,2013.0,Fishing,M,51,Adult,XXI
924,2013.0,Playing in the surf,M,9,Child,XXI
925,2013.0,Free diving,M,,No category,XXI
926,2013.0,Surfing,M,21,Young Adult,XXI
927,2013.0,,M,40,Adult,XXI
928,2013.0,Kite boarding,M,53,Adult,XXI
929,2013.0,Swimming,M,50,Adult,XXI
930,2013.0,,M,24,Young Adult,XXI
931,2013.0,Surfing,M,58,Adult,XXI
932,2013.0,Surfing,M,47,Adult,XXI
933,2013.0,Free diving,M,34,Young Adult,XXI
934,2013.0,Snorkeling,F,,No category,XXI
935,2013.0,Fly fishing,M,50,Adult,XXI
936,2013.0,Fishing - 'tag & release',M,30,Young Adult,XXI
937,2013.0,Surfing,M,,No category,XXI
938,2013.0,Spearfishing,M,68,Elder,XXI
939,2013.0,Spearfishing,M,28,Young Adult,XXI
941,2013.0,Swimming,M,39,Adult,XXI
942,2013.0,Swimming,M,46,Adult,XXI
943,2013.0,Surfing,,,No category,XXI
944,2013.0,Surfing,M,,No category,XXI
945,2013.0,Surfing,M,16,Teenager,XXI
946,2013.0,Scuba diving,M,48,Adult,XXI
947,2013.0,,M,18,Young Adult,XXI
948,2013.0,Fishing,M,,No category,XXI
949,2013.0,Surfing,M,,No category,XXI
950,2013.0,Dragging stranded shark into deeper water,M,62,Adult,XXI
951,2013.0,Surfing,M,43,Adult,XXI
952,2013.0,Spearfishing,M,,No category,XXI
953,2013.0,Spearfishing / Free diving,M,26,Young Adult,XXI
954,2012.0,Swimming,M,,No category,XXI
955,2012.0,Surfing,M,23,Young Adult,XXI
956,2012.0,Paddle boarding,M,29,Young Adult,XXI
957,2012.0,Swimming,M,20,Young Adult,XXI
958,2012.0,Surfing,M,32,Young Adult,XXI
959,2012.0,Surfing,M,60,Adult,XXI
960,2012.0,Spearfishing,M,31,Young Adult,XXI
961,2012.0,Scuba diving,F,25,Young Adult,XXI
962,2012.0,Snorkeling,M,61,Adult,XXI
963,2012.0,,M,20,Young Adult,XXI
964,2012.0,Swimming,M,32,Young Adult,XXI
965,2012.0,Surfing,M,14,Teenager,XXI
966,2012.0,Diving,M,30,Young Adult,XXI
967,2012.0,Surfing,M,43,Adult,XXI
968,2012.0,Surfing,M,25,Young Adult,XXI
969,2012.0,Swimming,F,51,Adult,XXI
970,2012.0,Surfing,M,39,Adult,XXI
971,2012.0,,F,35,Young Adult,XXI
972,2012.0,Surfing,M,24,Young Adult,XXI
973,2012.0,Paddle boarding,M,55,Adult,XXI
974,2012.0,,M,,No category,XXI
975,2012.0,Bathing,F,38,Adult,XXI
976,2012.0,Windsurfing,M,42,Adult,XXI
977,2012.0,Bodyboarding,M,11,Child,XXI
978,2012.0,Surfing,M,21,Young Adult,XXI
979,2012.0,Surfing,M,22,Young Adult,XXI
980,2012.0,Surfing,M,52,Adult,XXI
981,2012.0,Swimming,F,29,Young Adult,XXI
982,2012.0,Surfing,,19,Young Adult,XXI
983,2012.0,Surfing,M,25,Young Adult,XXI
984,2012.0,Swimming,M,,No category,XXI
986,2012.0,Surfing,M,37,Adult,XXI
987,2012.0,Surfing,M,32,Young Adult,XXI
988,2012.0,Boogie boarding,F,8,Child,XXI
989,2012.0,Spearfishing,,,No category,XXI
990,2012.0,Swimming or boogie boarding,F,56,Adult,XXI
991,2012.0,Shark fishing,M,53,Adult,XXI
992,2012.0,Surfing,M,34,Young Adult,XXI
993,2012.0,Swimming,M,18,Young Adult,XXI
994,2012.0,Wading or swimming,M,31,Young Adult,XXI
995,2012.0,Fishing,,,No category,XXI
996,2012.0,Free diving,M,56,Adult,XXI
997,2012.0,Surfing,M,39,Adult,XXI
998,2012.0,Spearfishing,M,,No category,XXI
999,2012.0,Surfing,M,17,Teenager,XXI
1000,2012.0,Surfing,M,48,Adult,XXI
1001,2012.0,Surfing,M,44,Adult,XXI
1002,2012.0,Body surfing,M,50,Adult,XXI
1003,2012.0,,M,12,Teenager,XXI
1004,2012.0,Surfing,M,22,Young Adult,XXI
1005,2012.0,Swimming,M,24,Young Adult,XXI
1006,2012.0,Surfing,F,23,Young Adult,XXI
1007,2012.0,Surfing,M,24,Young Adult,XXI
1008,2012.0,Swimming,F,43,Adult,XXI
1009,2012.0,Spearfishing,M,,No category,XXI
1010,2012.0,Scuba diving,F,42,Adult,XXI
1011,2012.0,Kayaking,M,52,Adult,XXI
1012,2012.0,Surfing,M,29,Young Adult,XXI
1013,2012.0,Swimming,,60,Adult,XXI
1014,2012.0,Swimming,M,6,Child,XXI
1015,2012.0,Surfing,M,26,Young Adult,XXI
1016,2012.0,Sitting in the water,F,16,Teenager,XXI
1017,2012.0,Surfing,M,,No category,XXI
1018,2012.0,Swimming,M,12,Teenager,XXI
1019,2012.0,Surf skiing,M,62,Adult,XXI
1020,2012.0,Standing,M,16,Teenager,XXI
1021,2012.0,Wading,F,6,Child,XXI
1022,2012.0,Fishing,M,23,Young Adult,XXI
1023,2012.0,Swimming,F,18,Young Adult,XXI
1024,2012.0,Swimming,M,,No category,XXI
1025,2012.0,Swimming,M,,No category,XXI
1026,2012.0,Swimming,M,16,Teenager,XXI
1027,2012.0,Surfing,M,42,Adult,XXI
1028,2012.0,Attempting to rescue an injured & beached shark,M,57,Adult,XXI
1029,2012.0,Surf skiing,M,30,Young Adult,XXI
1030,2012.0,Surfing,F,12,Teenager,XXI
1031,2012.0,Boogie Boarding,M,25,Young Adult,XXI
1032,2012.0,Wading,F,33,Young Adult,XXI
1033,2012.0,Free diving / spearfishing,M,46,Adult,XXI
1034,2012.0,Surfing,M,22,Young Adult,XXI
1035,2012.0,Kayak Fishing,M,,No category,XXI
1036,2012.0,Spearfishing,M,20,Young Adult,XXI
1037,2012.0,Kayaking / Fishing,M,30,Young Adult,XXI
1038,2012.0,Swimming,F,47,Adult,XXI
1039,2012.0,Paddle boarding,F,15,Teenager,XXI
1040,2012.0,Surfing,M,28,Young Adult,XXI
1041,2012.0,Body boarding,M,20,Young Adult,XXI
1042,2012.0,Kayaking,M,27,Young Adult,XXI
1043,2012.0,Surfing,M,28,Young Adult,XXI
1044,2012.0,,M,,No category,XXI
1045,2012.0,Scuba diving,M,33,Young Adult,XXI
1046,2012.0,Surfing,M,21,Young Adult,XXI
1047,2012.0,Crayfishing,,,No category,XXI
1048,2012.0,Surfing,M,20,Young Adult,XXI
1049,2012.0,Surfing,M,61,Adult,XXI
1050,2012.0,Surfing,F,15,Teenager,XXI
1051,2012.0,Surfing,M,17,Teenager,XXI
1052,2012.0,Surfing,M,,No category,XXI
1053,2012.0,"Diving, feeding sharks",F,34,Young Adult,XXI
1054,2012.0,Body boarding,M,31,Young Adult,XXI
1055,2012.0,Kite Surfing,M,19,Young Adult,XXI
1056,2012.0,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,Adult,XXI
1057,2012.0,Fishing (illegally),M,,No category,XXI
1058,2012.0,Kite Surfing,M,,No category,XXI
1059,2012.0,Fishing,M,,No category,XXI
1060,2012.0,Fishing,,,No category,XXI
1061,2012.0,Surfing,M,29,Young Adult,XXI
1062,2012.0,Snorkeling,,,No category,XXI
1063,2012.0,Snorkeling,M,26,Young Adult,XXI
1064,2012.0,"Diving, photographing sharks",M,,No category,XXI
1065,2012.0,Fishing,M,24,Young Adult,XXI
1066,2012.0,Surfing,M,44,Adult,XXI
1067,2012.0,Swimming,M,25,Young Adult,XXI
1068,2012.0,Surfing,M,53,Adult,XXI
1069,2012.0,Surfing,M,28,Young Adult,XXI
1070,2012.0,Spearfishing,M,34,Young Adult,XXI
1071,2011.0,,M,,No category,XXI
1072,2011.0,Swimming,M,,No category,XXI
1073,2011.0,Surfing,M,23,Young Adult,XXI
1074,2011.0,Surfing,M,27,Young Adult,XXI
1075,2011.0,Canoeing,M,,No category,XXI
1076,2011.0,Kayak Fishing,M,35,Young Adult,XXI
1077,2011.0,Surfing,M,51,Adult,XXI
1078,2011.0,Surf skiing,M,,No category,XXI
1079,2011.0,Surfing,M,14,Teenager,XXI
1080,2011.0,Surfing,F,,No category,XXI
1081,2011.0,Spearfishing,,,No category,XXI
1082,2011.0,Surfing,M,63,Adult,XXI
1083,2011.0,Surfing,M,18,Young Adult,XXI
1084,2011.0,Swimming,M,10,Child,XXI
1085,2011.0,Kayaking,M,,No category,XXI
1086,2011.0,Scuba diving,M,,No category,XXI
1087,2011.0,Surfing,M,35,Young Adult,XXI
1088,2011.0,Free diving / spearfishing,M,42,Adult,XXI
1089,2011.0,Surfing,M,27,Young Adult,XXI
1090,2011.0,Surfing,M,26,Young Adult,XXI
1091,2011.0,Diving,,,No category,XXI
1092,2011.0,Diving,M,32,Young Adult,XXI
1093,2011.0,Surfing,M,41,Adult,XXI
1094,2011.0,Diving,M,50,Adult,XXI
1095,2011.0,Surfing,M,,No category,XXI
1096,2011.0,Surfing,M,,No category,XXI
1097,2011.0,Swimming,M,64,Adult,XXI
1098,2011.0,Canoeing,M,51,Adult,XXI
1099,2011.0,Wade fishing,M,,No category,XXI
1100,2011.0,,M,29,Young Adult,XXI
1101,2011.0,Surfing,M,27,Young Adult,XXI
1102,2011.0,Fishing,M,48,Adult,XXI
1103,2011.0,Swimming,M,43,Adult,XXI
1104,2011.0,Spearfishing,M,21,Young Adult,XXI
1105,2011.0,Jumping in the waves,M,5,Child,XXI
1106,2011.0,Canoeing,M,,No category,XXI
1107,2011.0,Body boarding,M,38,Adult,XXI
1108,2011.0,Swimming,M,17,Teenager,XXI
1109,2011.0,Surfing,M,25,Young Adult,XXI
1110,2011.0,Surfing,M,37,Adult,XXI
1111,2011.0,Kite Surfing,M,30,Young Adult,XXI
1112,2011.0,Surfing,,,No category,XXI
1113,2011.0,Body boarding,M,21,Young Adult,XXI
1114,2011.0,Surfing,M,19,Young Adult,XXI
1115,2011.0,Surfing,M,19,Young Adult,XXI
1116,2011.0,Swimming,M,48,Adult,XXI
1117,2011.0,Wade Fishing,F,39,Adult,XXI
1118,2011.0,"Standing, collecting sea stars",M,,No category,XXI
1119,2011.0,Surfing,M,21,Young Adult,XXI
1120,2011.0,,M,10,Child,XXI
1121,2011.0,Surfing,M,49,Adult,XXI
1122,2011.0,Swimming,M,16,Teenager,XXI
1123,2011.0,Wading,F,20s,Young Adult,XXI
1124,2011.0,,M,12,Teenager,XXI
1125,2011.0,Swimming,M,25,Young Adult,XXI
